name,position,company,description,linkedin_url
Lee Arian,,,"Vice President, Optum, Program Integrity Consulting Group",https://www.linkedin.com/in/lee-arian-b5a6b121
Lisa Trombley,,,Regional Vice President,https://www.linkedin.com/in/lisa-trombley-12b45414
Mark Newmyer,,,Vice President of Business Development at San Joaquin Community Hospital/Adventist Health,https://www.linkedin.com/in/mark-newmyer-45899013
Alan Hymowitz,,,"Vice President at AMERICAN HEALTHCARE CAPITAL, INC.",https://www.linkedin.com/in/alan-hymowitz-883953a
Tom Gearhart,,,Vice President - Business Development at Quorum Health Corporation (QHC),https://www.linkedin.com/in/tomgearhart
Diana Meyer,,,"Market Vice President, National Accounts at Aetna",https://www.linkedin.com/in/diana-meyer-390a098
Miguel Sandoval,,,"Sr. Vice President of Managed Care, RestorixHealth",https://www.linkedin.com/in/miguel-sandoval-4490467
Tyler Bennett,,,"Vice President, Administrator at St. Mary High Desert Medical Group",https://www.linkedin.com/in/tylerjbennett
"Marc Gardner, MHA",,,,https://www.linkedin.com/in/marc-gardner-mha-851b2b132
Fredricka Ung,,,"Vice President, Payor Strategy and Contracting, and Corporate Counsel at Radiology Partners",https://www.linkedin.com/in/fredricka-ung-300bb111a
"Nicole DeVille, MPH",,,Program Evaluation Intern at Children and Families Commission of Orange County | Vice President at The Heart of Delight,https://www.linkedin.com/in/nicole-deville-mph-a3b144104
Susan Rutter,,,"Associate Vice-President, Womens Specialty Sales",https://www.linkedin.com/in/susan-rutter-67431385
Coleen Thompson,,,"Vice President, Quality at Southern California Hospitals Inc.",https://www.linkedin.com/in/coleen-thompson-b513bb7a
Rick Sinsel,,,"Vice President of IT at ONRAD, Inc.",https://www.linkedin.com/in/rick-sinsel-9298a978
"Jonathan Miller, FACHE",,,Vice President of Facility Planning and Support Operations at Henry Mayo Newhall Hospital,https://www.linkedin.com/in/jonathan-miller-fache-58816870
Craig Scarbrough,,,Associate Vice President of EDI,https://www.linkedin.com/in/craig-scarbrough-0781b348
Denise Perez,,,Associate Vice President of Claims,https://www.linkedin.com/in/denise-perez-580ab537
"Peter Aprato, Pharm.D., FACHE",,,Vice President of Administrative Services and Compliance at San Antonio Community Hospital,https://www.linkedin.com/in/peter-aprato-pharm-d-fache-3993282
Mike Rockwell,,,"Vice President of Rockwell Medical Supply, Inc. and President of Rockwell Staffing Solutions",https://www.linkedin.com/in/mike-rockwell-ba2b8b12
Matt Weenig,,,Vice President National Accounts at TwinMed LLC,https://www.linkedin.com/in/matt-weenig-744490a
"Oscar Narro, Au.D.",,,"Associate Vice President, Human Resources- Employee Experience at Molina Healthcare",https://www.linkedin.com/in/oscar-narro-au-d-43385b9
Rochelle Robins,,,"Vice President and Dean of the Chaplaincy School, The Academy for Jewish Religion, California",https://www.linkedin.com/in/rochelle-robins-17b2069
Shital Desai,,,Vice President at Radiology Partners,https://www.linkedin.com/in/shital-desai-10abb15
Neil Macready,,,Vice President Of Development/Executive Director Foundation at Providence Tarzana Medical Center,https://www.linkedin.com/in/neil-macready-a94ab33
Gerard Mooney,,,Regional Vice President at Taylor Healthcare,https://www.linkedin.com/in/healthcaregerardmooney
Scott Yamaguchi,,,"Vice President, Underwriting at Kaiser Permanente",https://www.linkedin.com/in/scott-yamaguchi-38a2023
Wess Wijesinghe,,,"Staff Vice President, Internal Audit",https://www.linkedin.com/in/wess-wijesinghe-0653931
Nora Kelly,,,Senior Vice President at Kaufman Hall,https://www.linkedin.com/in/nora-kelly-b682a41
Kathryn Uchida,,,"Vice President, Key Accounts at AmerisourceBergen",https://www.linkedin.com/in/kathryn-uchida-725b52
Jamie Glazer,,,"Vice President, Revenue Cycle and Data Analysis",https://www.linkedin.com/in/jamie-glazer-280951a8
Suzan Vida Konell,,,Vice President and Associate General Counsel - Regulatory Affairs at Dignity Health,https://www.linkedin.com/in/suzan-vida-konell-19451970
Barbara Sharp-Melton,,,Vice President at LLU Faculty Medical Group,https://www.linkedin.com/in/barbara-sharp-melton-55546b6a
Frank Saidara,,,"Vice President, Corporate Development at Prospect Medical",https://www.linkedin.com/in/frank-saidara-1b6b2842
Mark Currie,,,Area Vice President at Asteres Inc.,https://www.linkedin.com/in/mark-currie-a148052
Mary Coash,,"rrent: Have also held positions... Medical Group, Sr VP...","Vice President Legal Affairs at Regal Medical Group, Inc.",https://www.linkedin.com/in/mary-coash-3a50722a
Gary Cleveland,,,"Vice President of Operations at Clarient, a GE Healthcare Company",https://www.linkedin.com/in/gary-cleveland-43084724
Shirley Johnson,,,Senior Vice President and Chief Nursing and Patient Care Services Officer at City of Hope,https://www.linkedin.com/in/shirley-johnson-aa034a20
Leslie Nafie,,,"Vice President, Development at Childrens Hospital Los Angeles",https://www.linkedin.com/in/leslie-nafie-5b222a20
Suma Verghese,,,"Associate Vice President, Enrollment Accounting",https://www.linkedin.com/in/suma-verghese-81967b17
Prince Raj,,,Vice President at Emergent Medical Associates,https://www.linkedin.com/in/princepraj
Barry Seidel,,,Senior Vice President at Joerns Healthcare,https://www.linkedin.com/in/barry-seidel-76ab0412
"Estrella A. Ramirez, RN",,,"Vice President, Health Care Services UM Central Programs at Molina Healthcare",https://www.linkedin.com/in/estrella-a-ramirez-rn-38b415a
Anne Lee,,,"Associate Vice President, Network Pricing & Analytics",https://www.linkedin.com/in/anne-lee-40a9639
John Negley,,,Vice President/Executive Director,https://www.linkedin.com/in/john-negley-3685269
Chris Palley,,,Vice President at EMR Systems & Fitness Competitor,https://www.linkedin.com/in/chrispalley
Allen Y. Lu,,,"Vice President, Client Services & Operations at Brighter.com",https://www.linkedin.com/in/allen-y-lu-0331828
Mari Abrams,,,Associate Vice President Marketing & Communications at Braille Institute,https://www.linkedin.com/in/mari-abrams-a049407
Diane Boone,,,"Senior Vice President, Amputation Prevention Programs at Restorix Health",https://www.linkedin.com/in/diane-boone-2180447
Asha Kumar,,,Vice President - San Gabriel Valley Diagnostic Center,https://www.linkedin.com/in/ashakumar
James Dale,,,Vice President of Development at Pomona Valley Hospital Medical Center,https://www.linkedin.com/in/james-dale-06103920
David Zelaskowski,,,"Area Vice President, West",https://www.linkedin.com/in/david-zelaskowski-1a8a9418
Jeff Franck,,,"Vice President, Operations at AccentCare",https://www.linkedin.com/in/jeff-franck-045a1012
Colleen Settles,,,Vice President of Mission - Providence Saint Johns Health Center - Providence Health and Services,https://www.linkedin.com/in/colleen-settles-0124469
Maria Esparza-Welbourne,,,Vice President Elsinore Care Dental Inc.,https://www.linkedin.com/in/maria-esparza-welbourne-78b10168
Michael A.,,,"Vice President, Utilization Management at High Desert Medical Group",https://www.linkedin.com/in/michael-a-ba601657
Hale Kuhlman,,,Vice President at CHOC Childrens Specialists,https://www.linkedin.com/in/hale-kuhlman-334a1b50
Richard Montmeny PhD,,,Vice President Professional and Support Services at Dignity Health,https://www.linkedin.com/in/richard-montmeny-phd-52798614
Randy Herzig,,,Divisional Vice President at Front Porch,https://www.linkedin.com/in/randy-herzig-b63a3013
Janice Larson,,,"Vice President, Clinical Resources and Consulting at Encompass Group, LLC",https://www.linkedin.com/in/janice-larson-012bb110
Abbe Volz,,,Vice President at DaVita,https://www.linkedin.com/in/abbe-volz-984334a
Lisa Hayes,,,"Associate Vice President, MLTSS",https://www.linkedin.com/in/lisa-hayes-3ba152a
Melissa Connelly,,,"Senior Vice President, HME Division, Vitas Healthcare",https://www.linkedin.com/in/melissa-connelly-14b0199
James de Ciutiis,,,Senior Division Vice President- Operations at AmSurg,https://www.linkedin.com/in/james-de-ciutiis-05b7048
Shelley Conger,,,Vice President and Campaign Director at Childrens Hospital Los Angeles (CHLA),https://www.linkedin.com/in/shelley-conger-4114438
Kevin Sommerfield,,,Vice President at Optum,https://www.linkedin.com/in/kevin-sommerfield-bbb1117
Avishek Kumar,,,"Vice President/Exec. Director at The Mihalik Group, LLC",https://www.linkedin.com/in/avishek-kumar-a898a86
Dave Klinger,,,Senior Vice President - Real Estate and Facilities at PIH Health,https://www.linkedin.com/in/dave-klinger-3687586
Christian Nelson,,,"Assistant Vice President, Stewardship and Donor Relations at Childrens Hospital Los Angeles (CHLA)",https://www.linkedin.com/in/christian-nelson-a490994
Padmini Davamony,,,Vice President of Business Analytics and Informatics at Loma Linda University Faculty Medical Group,https://www.linkedin.com/in/padmini-davamony-b3ab1366
Marlene Boulware-Turner,,,"Associate Vice President, Health Plan Contracting at AltaMed Health Services",https://www.linkedin.com/in/marlene-boulware-turner-5872b34a
Jaime Garcia,,,Regional Vice President at Hospital Association of Southern California,https://www.linkedin.com/in/jaime-garcia-7a764419
Scott Drugan,,,Vice President at Novia Strategies Inc.,https://www.linkedin.com/in/scott-drugan-a3501415
Nidhi Jagani,,,"Regional Vice President at WellPoint,Inc.",https://www.linkedin.com/in/nidhi-jagani-508b83a
Nellie Ruben,,,"Assistant Vice President, Human Resources at USCB America",https://www.linkedin.com/in/nellie-ruben-6863ab8
Ira Schreck,,,Senior Vice President at Los Angeles Jewish Home,https://www.linkedin.com/in/ira-schreck-7602296
christine nyght,,,"Vice President, Laboratory at Universal Diagnostic Laboratories",https://www.linkedin.com/in/christine-nyght-b414546
Anna M. Seroka,,,"Senior Vice President, Client Solutions at FONEMED",https://www.linkedin.com/in/anna-m-seroka-72809464
"Kimberly Bridges, RN, BSN",,,"Vice President at Community Memorial Health System, Centers for Family Health",https://www.linkedin.com/in/kimberly-bridges-rn-bsn-02985647
Jon Clemens,,,"Vice President of Sales | Account Manager | Nationally Recognized Hospitals, Medical Centers, & Health Systems",https://www.linkedin.com/in/jonclemens
Ann Whitehead,,,"Vice President, Risk Management and Patient Safety at Cooperative of American Physicians, Inc.",https://www.linkedin.com/in/ann-whitehead-ab7a2028
"Mary Alice Garcia, CPC, HCAFA, CHC, AHFI",,,"Associate Vice President, Special Investigation Unit",https://www.linkedin.com/in/mary-alice-garcia-cpc-hcafa-chc-ahfi-72a37826
Travis Salter,,,Regional Vice President,https://www.linkedin.com/in/travis-salter-54478b24
Janet Holdych,,,"Vice President, Quality at Dignity Health",https://www.linkedin.com/in/janet-holdych-6714a324
Kay Koford,,,"Vice President, Patient Experience. Riverside Community Hospital",https://www.linkedin.com/in/kay-koford-b8a11224
Nick Zafirson,,,Vice President at Health Catalyst,https://www.linkedin.com/in/nick-zafirson-9528b320
Kukua Aggrey - Arthur,,,GLOBAL LEADERS INITIATIVE MINISTRY. Vice President.,https://www.linkedin.com/in/kukua-aggrey-arthur-aa27b216
George Kanaly,,,"Executive Vice President and Chief Operating Officer at Allied Anesthesia Medical Group, Inc",https://www.linkedin.com/in/george-kanaly-b255b611
Sammy Feuerlicht,,,Vice President at Good Samaritan Hospital,https://www.linkedin.com/in/sammy-feuerlicht-bb2a839
"Matthew Pearson, MA",,,"Assistant Vice President, Content Development at Childrens Hospital Los Angeles (CHLA)",https://www.linkedin.com/in/matthew-pearson-ma-14193a6
John Eddy,,,Vice President Ambulatory Services at Eisenhower Medical Center,https://www.linkedin.com/in/john-eddy-2331716
Soraya Peters,,,"Vice President, Healthcare Communication Technology",https://www.linkedin.com/in/soraya-peters-6053202
"Shelly Mason, RN, MBA",,,Vice President at Regal Medical Group,https://www.linkedin.com/in/shelly-mason-rn-mba-bb84a296
Thedosia Munford,,,"Vice President of Clinical Operations, Corporate Administration BridgePoint Healthcare",https://www.linkedin.com/in/thedosia-munford-31322477
Darian Salazar,,,Area Vice President at AccentCare,https://www.linkedin.com/in/darian-salazar-856b4872
Brian Augustine,,,"Vice President, Decision Support Integration at Prospect Medical Holdings, Inc.",https://www.linkedin.com/in/brian-augustine-27458353
Edgar Cardona,,,Vice President of Sales at McKesson,https://www.linkedin.com/in/edgar-cardona-a1061644
Sharon Joyce,,,Vice President Corporate and National Philanthropy Programs,https://www.linkedin.com/in/sharon-joyce-47a1bb34
Megan Calhoun Broude,,,"Vice President, Market Operations at agilon health",https://www.linkedin.com/in/megan-calhoun-broude-7b211821
Lorena Guerrero,,,"Senior Vice President at JP Tech Insurance Services, Inc.",https://www.linkedin.com/in/guerrerolorena
Ronald Spoltore,,,Senior Vice President - Value Based Reimbursement Strategy at Accretive Health,https://www.linkedin.com/in/ronald-spoltore-50a1bb11
"Argine Bunnao RN, SWOCN, LNHA,BSN",,,Regional Vice President of clinical services,https://www.linkedin.com/in/argine-bunnao-rn-swocn-lnha-bsn-6b98811
Kurt Weinmeister,,,Executive Vice President / COO at St. Francis Medical Center,https://www.linkedin.com/in/kurt-weinmeister-07104a
David Calvert,,,Vice President at Momentum Healthcare,https://www.linkedin.com/in/david-calvert-2743708
Bill Sacks,,,Vice President - COI Product Management at HealthStream,https://www.linkedin.com/in/bill-sacks-5049846
Surabhi Swaroop,,,"Vice President, Market Development at AccentCare, Inc.",https://www.linkedin.com/in/surabhi-swaroop-0640535
Kelly Yeargin,,,Vice President of Revenue Recovery,https://www.linkedin.com/in/kelly-yeargin-8389b
Eric Alcorn,,,Vice President Finance/Treasurer at Foundation for Research and Education in Esophageal and Foregut Disease,https://www.linkedin.com/in/eric-alcorn-2196b7
Cameron Akrami,,,Vice President of Operations at Oasis In-Home Care,https://www.linkedin.com/in/cameron-akrami-15705a5
Jason K Williams,,,Assistant Vice President at MUFG,https://www.linkedin.com/in/jasonkwilliams
Andy Reno,,,Associate Vice President Quality Molina Healthcare,https://www.linkedin.com/in/andy-reno-4160769
Ann Won,,,Vice President at Optum,https://www.linkedin.com/in/ann-won-b5b5438
Amber Parry,,,"Region Vice President, Customer Care at M*Modal",https://www.linkedin.com/in/amber-parry-89b4a68
Lisa Roth,,,Vice President Care Coordination,https://www.linkedin.com/in/lisa-roth-2861165
Ginger Barcus,,,Senior Vice President,https://www.linkedin.com/in/ginger-barcus-b610b6aa
CJ Lee,,,Vice President of Business Development,https://www.linkedin.com/in/cj-lee-5181387
Izaro Elorduy,,,Associate Vice President of Medical Affairs at Molina Healthcare,https://www.linkedin.com/in/izaro-elorduy-a1690b5
Mario E. Tirado,,,Vice President of Payor Contracting at U.S. HealthWorks,https://www.linkedin.com/in/mario-e-tirado-92728b6a
Andrew Signey,,,"Vice President, Business Services and Program Management- Eisner Pediatric and Family Medical Center",https://www.linkedin.com/in/andrew-signey-96a2815a
Teddi Grant,,,"Vice President, Marketing, Mission, Community at Dignity Health",https://www.linkedin.com/in/teddi-grant-a6488055
Gregory Monette,,,Vice President Business Development at Los Robles Hospital and Medical Center,https://www.linkedin.com/in/gregory-monette-704b8235
Matthew Powell,,,Owner and Vice President - New Day Technologies,https://www.linkedin.com/in/matthew-powell-14b95232
Kay Berglund,,,"Senior Vice President, Enterprise Strategic Alignment at Jackson Family Wines",https://www.linkedin.com/in/kay-berglund-57a40913
"Nelson Corneau, PT, MPT, GCS, CEEAA",,,"VICE PRESIDENT at AIRS, Inc",https://www.linkedin.com/in/nelson-corneau-pt-mpt-gcs-ceeaa-20523910
"Dominique Ingegneri, Ph.D.",,,"Vice President, Healthcare Economics - Medical Informatics at UnitedHealth Group",https://www.linkedin.com/in/dominique-ingegneri-ph-d-7465058
Anna Weiser,,,"Associate Vice President, Foundation Relations at Childrens Hospital Los Angeles",https://www.linkedin.com/in/anna-weiser-5040178
"Harsha Upadhyay, MBA, MS, CSHA, CPHQ",,,"Regional CEO (TX, AL, GA) / Executive Vice President of Clinical Operations at Prime Healthcare Services",https://www.linkedin.com/in/harsha-upadhyay-mba-ms-csha-cphq-1856225
Ann Watts,,,"Executive Vice President at Skomar, Inc.",https://www.linkedin.com/in/ann-watts-bb00a55
Gerry Furlong,,,"Vice President Sales at Furlong & Furlong Associates, Inc. and Owner, Furlong & Furlong Associates, Inc.",https://www.linkedin.com/in/gerry-furlong-9787911
Louay Shawesh,,,Senior Vice President of Hospital Medicine Apollo Medical Holdings Inc,https://www.linkedin.com/in/louay-shawesh-679730108
Deeter Jeffrey,,,Vice President - Clinical Support Services at Cedars-Sinai,https://www.linkedin.com/in/deeter-jeffrey-16a39b9
Mark Baird,,,Vice President Administration at Amwest Ambulance,https://www.linkedin.com/in/mark-baird-833a061a
Kimberly Garant,,,Vice President of Administration,https://www.linkedin.com/in/kimberly-garant-07216718
Julie Burton,,,"Associate Vice President, Government Contracts at Molina Healthcare",https://www.linkedin.com/in/julie-burton-a754b210
"Kenneth L. Watkins, CPA, MBA",,,Vice President Finance at Molina Healthcare,https://www.linkedin.com/in/kennethwatkins1
Michael Brendzal,,,Assoc Vice President at UnitedHealth Group,https://www.linkedin.com/in/michael-brendzal-2764a54
Kelly Chun,,,"Vice President and Director, LabCorp",https://www.linkedin.com/in/kelly-chun-115b363
Bob Bokern,,,Vice President at St. Mary Medical Center,https://www.linkedin.com/in/bob-bokern-8821a12
Ju Anderson,,,Vice President,https://www.linkedin.com/in/jukim
Amber Bartley,,,Consultant/Vice President at Polaris Lean Consulting Inc,https://www.linkedin.com/in/amber-bartley-6b344a88
Donna Townsend,,,"Vice President, Service Line",https://www.linkedin.com/in/donna-townsend-07b11382
"Marianne Barrinuevo, RN,MSN",,,Vice President of Clinical Services at Horizon Health,https://www.linkedin.com/in/marianne-barrinuevo-rn-msn-15638869
Alina Green,,,Vice President of Operations,https://www.linkedin.com/in/alina-green-38693364
William G. Ward - MBA,,,"Vice President, Professional Facility Management Healthcare Services at JLL",https://www.linkedin.com/in/william-g-ward-mba-5b565047
Laura Schoneman,,,"Senior Vice President at Price Fass & Co., LLC",https://www.linkedin.com/in/laura-schoneman-25220638
Heather Tabangcura,,,Associate Vice President at LabCorp,https://www.linkedin.com/in/heather-tabangcura-9a59b213
Diana Villania,,,"Vice President, KP HealthConnect, National at Kaiser Permanente",https://www.linkedin.com/in/diana-villania-46979013
Don Stuckey,,,Vice President / Chief Performance Officer - EPIC Management LP,https://www.linkedin.com/in/don-stuckey-a4470913
Bud Pate,,,Vice President of Content and Development at The Greeley Company,https://www.linkedin.com/in/bud-pate-19325913
Racquel Calderon Arden,,,Vice President of Regulatory Compliance and Medical staff coordinator,https://www.linkedin.com/in/racquel-calderon-arden-8447099
Arianne Shapiro,,,Vice President at All Care,https://www.linkedin.com/in/arianne-shapiro-8b97b44
"Patricia Oseguera Huerta, CPA",,,"Vice President, Controller at Prolacta Bioscience",https://www.linkedin.com/in/patricia-oseguera-huerta-cpa-7276273
Jane Brust,,,"Vice President, Marketing and Communications at Verity Health System",https://www.linkedin.com/in/jane-brust-990b51115
Greg Polito,,,"Vice President of Medical Affairs, Surgical Services at PIH Health",https://www.linkedin.com/in/greg-polito-78b276ba
Denise Cabral,,,Venturing Vice President of Administration at Western Region Area 4 Venturing Officers Association,https://www.linkedin.com/in/denise-cabral-48a6abb3
Phyllis Nelson,,,"Consultant and Interim Vice President of General Services at Martiin Luther King Jr., Community Hospital",https://www.linkedin.com/in/phyllis-nelson-b2190385
Lisa McAllister-Gardner,,,Vice President at Health Education Productions,https://www.linkedin.com/in/lisa-mcallister-gardner-49202841
Lisa Macchia,,,"Assistant Vice President, University Health Plans at University of Southern California",https://www.linkedin.com/in/lisa-macchia-86851824
Jane (Schraut) Olson,,,Assistant Vice President,https://www.linkedin.com/in/jane-schraut-olson-99318113
Ron Rozanski,,,Vice President at Northridge Hospital,https://www.linkedin.com/in/ron-rozanski-42aba0
Richard Katzman,,,"Vice President, Academic Affairs at Cedars-Sinai Medical Center",https://www.linkedin.com/in/richard-katzman-1ab41a9
Tom Diaz,,,Vice President of Operations at MedPoint Management,https://www.linkedin.com/in/tom-diaz-a5ab08
Jairo Gonzalez,,,Vice President - Sales at DME Staff,https://www.linkedin.com/in/jairo-gonzalez-5183576a
Eric Franco,,,"Vice President, Finance at DaVita",https://www.linkedin.com/in/eric-franco-8934ab14
"Antonio Costa, MBA, BSN, RN, CHTS-CP",,,Vice President of Clinical Operations - West Division at Genesis HealthCare,https://www.linkedin.com/in/antonio-costa-mba-bsn-rn-chts-cp-53a9698
"Natasha Milatovich, MBA, MHRM, SPHR, SHRM - SCP",,,"Regional Vice President, Human Performance, AH Souther CA Region at Adventist Health",https://www.linkedin.com/in/natashamilatovich
"Luis Montes, MBA, DPT",,,Vice President | Product Development at Casamba Inc.,https://www.linkedin.com/in/luismontes
Terrie Egenberger,,,Vice President of Operations at AFFIRMA Rehabilitation,https://www.linkedin.com/in/terrie-egenberger-3413594
Sister Celeste Trahan,,,"Vice President, Mission Integration at Dignity Health St. Mary Medical Center",https://www.linkedin.com/in/sister-celeste-trahan-b101ab114
inna haroutunian,,,"Vice President at A & M Miracle Hospice, Inc.",https://www.linkedin.com/in/inna-haroutunian-71b6ba109
"Gabriella Sherman, MD, MBA",,,Vice President Clinical Innovation & Performance Improvement at Huntington Hospital,https://www.linkedin.com/in/gshermanmd
Kim Lemna-Dudeck,,,Regional Vice President at Sodexo,https://www.linkedin.com/in/kim-lemna-dudeck-829a9879
Steve Jasperson,,,Vice president of Southern California Operations,https://www.linkedin.com/in/steve-jasperson-66088444
"Lalit Katz, MBA",,,Vice President of Hospitals Integration at Prospect Hospitals,https://www.linkedin.com/in/lalit-katz-mba-54b09080
Richele (Craveiro) Steele,,,"Vice President Marketing & Public Relations Long Beach Memorial, Miller Childrens & Womens, Community Hospital L",https://www.linkedin.com/in/richele-craveiro-steele-19a21a6
"Terre Short, MBA, CPXP",,,Vice President of Engagement at HCA Healthcare,https://www.linkedin.com/in/terreshort
Jack Ivie,,,Executive VIce President/COO at Saint Bernardine Medical Center,https://www.linkedin.com/in/jack-ivie-83b2a01
"Joseph Henderson, MBA",,,Vice President of Sales at Kipu Systems,https://www.linkedin.com/in/josephlhenderson
Susie Lu,,,Associate Director/Vice President at UCLA Health System,https://www.linkedin.com/in/susie-lu-828b8115
Alan Friedman,,,Vice President at Westwood Plaza,https://www.linkedin.com/in/alan-friedman-7198b513
Lamia Choudhury,,,"Research Associate at Sagasti Lab, UCLA",https://www.linkedin.com/in/lamia-choudhury-5462b8118
Gerry Hechanova,,,Vice President / Administrator at Country Gardens Home Care,https://www.linkedin.com/in/gerry-hechanova-a34a3a42
Donald Walt Chandler,,,Vice President at LabCorp,https://www.linkedin.com/in/donald-walt-chandler-a1674a4
Robin James,,,"Vice President, Temp Unlimited LLC/ Professional Staffing & Recruiting Specialist",https://www.linkedin.com/in/robin-james-bb5b5725
Mary Dempsey,,,Vice President of Network Management at KM Strategic Management,https://www.linkedin.com/in/mary-dempsey-6a28b06a
"George L. Leisher, Jr.",,,Vice President Human Resources at CHW/Northridge Hospital Medical Center,https://www.linkedin.com/in/george-l-leisher-jr-b4a94411
Uriel Azose,,,Vice President of Operations at Visiting Physicians of California,https://www.linkedin.com/in/uriel-azose-a06b067a
Scott Gerard,,,Senior VP at CHAN Healthcare and Partner at Crowe Horwath LLP,https://www.linkedin.com/in/scottgerard
Don Griffin,,,CTO & VP of Enterprise Systems at City of Hope,https://www.linkedin.com/in/don-griffin-59b68b4
Alan Garrett,,,President & Chief Executive Officer at St. Mary Medical Center,https://www.linkedin.com/in/alangarrett
Chester Garcia,,,"CEO at da Vinci Dental Studios & Executive V.P. of Operations for Dental Lab Holdings, LLC",https://www.linkedin.com/in/chestergarcia15
Carl Hill,"VP Finance/Treasurer - 2015-2017, Board and Executive Member",So CA HIMSS,VP Finance/Treasurer - 2015-2017 at So CA HIMSS,https://www.linkedin.com/in/carl-hill-4b703713
Rebecca Cheng,,,VP & CFO at California Hospital Medical Center & Glendale Memorial Hospital Health Center,https://www.linkedin.com/in/rebecca-cheng-33110520
Tarrant Moses,,,VP of Sales at Excite Health Partners,https://www.linkedin.com/in/tarrant-moses-b9289919
Paul Bernard,,,VP at Middlegate | Customer Zealot | Analytical Innovator,https://www.linkedin.com/in/paul-bernard-0598b41
"David Lopez, CMAA",,,"VP at Merit Harbor Capital, Healthcare Investment Banking",https://www.linkedin.com/in/david-lopez-cmaa-a92398a
